-3.502268433638757728e-01 1.451092891549551922e+01 -5.442992040596124070e+00 0.1 0.2 0.3
-1.814920440229633058e+01 -1.161452609985026996e+01 -1.558425174544107961e+01 0.1 0.2 0.3
-9.988827240166150645e+00 1.387892177927451165e+01 -9.752425287982347868e+00 0.1 0.2 0.3
-1.781913081790183639e+01 7.927941575585109035e+00 -1.275480472633569207e+01 0.1 0.2 0.3
-9.698561596501198423e-01 1.502353956836096316e+01 -5.976087393616396071e+00 0.1 0.2 0.3
-1.343342216681512369e+01 1.213416473294683762e+01 -1.018818794273953188e+01 0.1 0.2 0.3
-1.222445986577726096e+01 1.315644951363551129e+01 -9.120225274919654623e+00 0.1 0.2 0.3
-2.088306968105585071e+01 2.306795426196389887e+00 -1.298172361358567173e+01 0.1 0.2 0.3
-1.720251927972431361e+01 8.052026324315541217e+00 -1.054423805846376894e+01 0.1 0.2 0.3
-1.198223784896626931e+01 1.156325386779603726e+01 -9.531200583965421913e+00 0.1 0.2 0.3
-7.074267030582213955e+00 1.436864139176734056e+01 -7.642347675843133459e+00 0.1 0.2 0.3
-1.503403613109193238e+01 9.224353896495454563e+00 -1.041916774218683628e+01 0.1 0.2 0.3
-1.790550350169878868e+01 7.671179611296485845e+00 -8.196935558792183940e+00 0.1 0.2 0.3
-1.740217999201395571e+01 7.684882322766966922e+00 -1.424204668179211808e+01 0.1 0.2 0.3
-1.461388629413102969e+01 1.216086265475298589e+01 -9.394425137513692903e+00 0.1 0.2 0.3
-2.032209522270483859e+01 6.339939364683679912e+00 -7.379966053611084931e+00 0.1 0.2 0.3
-1.781333716128060018e+01 9.933791978350676288e+00 -8.782119990334116721e+00 0.1 0.2 0.3
-1.163193106133105381e+01 1.150113640193827891e+01 -7.902578465244445738e+00 0.1 0.2 0.3
-1.240203715444992483e+01 1.324496279540603538e+01 -8.366223543584105471e+00 0.1 0.2 0.3
-1.923144668162353810e+01 7.470790387553581269e+00 -9.198258497658272859e+00 0.1 0.2 0.3
-9.780904022138585674e+00 1.425380612480504539e+01 -9.093807069622350525e+00 0.1 0.2 0.3
-9.033238116327140688e+00 1.446885200400443949e+01 -8.020319177153567125e+00 0.1 0.2 0.3
-2.116900243791699410e+01 6.131746337465480146e-01 -1.363130721327889461e+01 0.1 0.2 0.3
-1.986290088120633612e+01 4.976607372084730585e+00 -8.559085665740120419e+00 0.1 0.2 0.3
-1.060514980100137450e+01 1.296854324049160923e+01 -7.893926373661372509e+00 0.1 0.2 0.3
-1.871961882705046776e+01 5.597516775304173464e+00 -9.209929096119992664e+00 0.1 0.2 0.3
-2.084673231598399923e+01 5.737837797710811927e+00 -8.216749909996138967e+00 0.1 0.2 0.3
-1.599480902036125407e+01 1.145604722030101108e+01 -9.720196464807905556e+00 0.1 0.2 0.3
-9.362544964591684504e+00 1.404888691472870121e+01 -7.279492224567306380e+00 0.1 0.2 0.3
-1.080026780508234197e+01 1.401255622582589133e+01 -7.154985560671725864e+00 0.1 0.2 0.3
-1.605468915898691762e+01 1.016718579230076536e+01 -1.036581595843112069e+01 0.1 0.2 0.3
-1.519208727693152028e+01 1.239866145783372886e+01 -7.059601452458416304e+00 0.1 0.2 0.3
-1.788515600230449820e+01 9.347651407816227831e+00 -9.341860972478748693e+00 0.1 0.2 0.3
-6.961205805678963188e+00 1.366827330145313901e+01 -7.347822584802585766e+00 0.1 0.2 0.3
-1.105278543024852667e+01 1.370040969950518672e+01 -8.253290072296834978e+00 0.1 0.2 0.3
-1.187587997194385636e+01 1.299643711285506420e+01 -8.014255377749670117e+00 0.1 0.2 0.3
-1.663260711337313325e+01 7.818580062095529470e+00 -1.524076973058967610e+00 0.1 0.2 0.3
-1.750859942907407074e+01 9.627232692245225820e+00 -9.619184921754744266e+00 0.1 0.2 0.3
-1.861828199040453935e+00 1.472017428902497471e+01 -6.954701224524882264e+00 0.1 0.2 0.3
-1.833410903936307079e+01 9.376007863135093601e+00 -7.536449120617831454e+00 0.1 0.2 0.3
-2.283682380698797232e+01 -3.549538553910528638e+00 -6.303396760620195494e+00 0.1 0.2 0.3
-2.171964757789098144e+01 2.085696722476759302e+00 -8.802788686779400962e+00 0.1 0.2 0.3
-1.810155500190418465e+01 9.700373859153826217e+00 -8.963389805652035136e+00 0.1 0.2 0.3
-1.972972999379467751e+01 4.292256957528742589e+00 -6.868919959354592208e+00 0.1 0.2 0.3
-1.329272989102113200e+01 1.109598376043950196e+01 -7.997316302145449640e+00 0.1 0.2 0.3
-9.235123709758227051e+00 1.373675979900980160e+01 -7.074061654279880429e+00 0.1 0.2 0.3
-7.874516270497426085e+00 1.488875753547780789e+01 -7.471493027189474390e+00 0.1 0.2 0.3
-1.913290578749530368e+01 7.409975724321476775e+00 -8.380750035555422528e+00 0.1 0.2 0.3
-1.450995797302203272e+01 1.251909974001551440e+01 -4.657017176384229629e+00 0.1 0.2 0.3
-1.152446419057196181e+01 1.439297821832153446e+01 -7.306159683304770169e+00 0.1 0.2 0.3
-1.995896247066940177e+01 -7.702798973906363145e+00 -4.080738011927422804e+00 0.1 0.2 0.3
-2.757291262490978223e+00 -1.860103762752900280e+01 -8.423191965776787526e+00 0.1 0.2 0.3
-5.346269538647097086e+00 1.528528015965340003e+01 -7.538456165215094984e+00 0.1 0.2 0.3
-8.584677477653338329e+00 1.486412295191409072e+01 -6.956667298421706391e+00 0.1 0.2 0.3
-1.719741601645625551e+01 1.014540862793764475e+01 -6.365341600907242992e+00 0.1 0.2 0.3
-2.034358897275902933e+01 -1.442468609375742394e+00 -3.122148977721849405e+00 0.1 0.2 0.3
-5.632642243514601077e+00 1.459971385633471286e+01 -7.449911071987358469e+00 0.1 0.2 0.3
-9.793420311820987934e+00 1.401016060008599773e+01 -6.612242045694081582e+00 0.1 0.2 0.3
-1.102596698878803849e+01 1.398605258406912988e+01 -6.792832082769471924e+00 0.1 0.2 0.3
-1.558380964979726002e+01 1.135182960310285161e+01 -5.035914856506948922e+00 0.1 0.2 0.3
-1.532169174209350437e+01 1.051648354737239721e+01 1.273351533320095541e+00 0.1 0.2 0.3
-9.831621489867481856e+00 1.350927772129572979e+01 -6.029644223300124395e+00 0.1 0.2 0.3
-1.002337528632406105e+01 1.514410208516053657e+01 -6.694520804803424596e+00 0.1 0.2 0.3
-1.995040310232604241e+01 7.755865291320583665e+00 -5.267134760000757865e+00 0.1 0.2 0.3
-1.571943984485204915e+01 1.214867398842684842e+01 -4.546837706636324583e+00 0.1 0.2 0.3
-1.831837774741375569e+01 6.827009365455156242e+00 -3.025879249652234648e-01 0.1 0.2 0.3
-1.919266305358336666e+01 8.635644611789487612e+00 -5.163283307266823385e+00 0.1 0.2 0.3
-2.201247049678290324e+01 2.080788632547765360e-01 -2.771263098962791105e+00 0.1 0.2 0.3
-1.830434979291485575e+01 7.939725266385059044e+00 -2.949252127355720177e+00 0.1 0.2 0.3
-1.098015742795891647e+01 1.433077412856673760e+01 -5.546729614707942346e+00 0.1 0.2 0.3
-1.559362395279771896e+01 8.912831410621864237e+00 -3.315816519830931952e+00 0.1 0.2 0.3
-2.052710062702616511e+01 1.999573801743025125e+00 -1.724923693632348431e+00 0.1 0.2 0.3
-1.844004716205912331e+01 9.304622013990240248e+00 -6.021421242962730958e+00 0.1 0.2 0.3
-2.089193537780317911e+01 -3.468889008282072695e+00 -5.489614938866793636e-03 0.1 0.2 0.3
-2.163140384116232795e+01 -1.824092819126421849e+00 -1.943767034493021129e+00 0.1 0.2 0.3
-1.347176060340055059e+01 1.284330869925024388e+01 -3.211476506464236991e+00 0.1 0.2 0.3
-2.058529336228846418e+01 -4.959528626743151314e+00 -8.029496335429939791e-01 0.1 0.2 0.3
-2.131114297466520213e+01 -7.352986710482227739e-01 -2.465730954890247517e+00 0.1 0.2 0.3
-1.629352105290094244e+01 9.879029305024683794e+00 -9.211312699481766231e-01 0.1 0.2 0.3
-1.359164791993720556e+01 1.273404142958942842e+01 -5.959175824316922387e+00 0.1 0.2 0.3
-1.965207699476223269e+01 -5.582962405560811803e-01 1.529377616370567239e+00 0.1 0.2 0.3
-1.255893547996910620e+01 1.203709079617916800e+01 -3.262373312408314519e+00 0.1 0.2 0.3
